File,Probability
5346.txt,0.157040655
5347.txt,0.183113838
5348.txt,0.100656598
5349.txt,0.151666464
535.txt,0.025231815
5350.txt,0.09984838
5351.txt,0.14435784
5352.txt,0.028564788
5353.txt,0.142016696
5354.txt,0.152150131
5355.txt,0.159798053
5356.txt,0.399761812
5357.txt,0.223978093
5358.txt,0.096519298
5359.txt,0.100488474
536.txt,0.170423494
5360.txt,0.118966779
5361.txt,0.14833091
5362.txt,0.140861938
5363.txt,0.099346782
5364.txt,0.518179123
5365.txt,0.283139202
5366.txt,0.118851494
5367.txt,0.026554677
5368.txt,0.150795286
5369.txt,0.087297888
537.txt,0.073750156
5370.txt,0.139667557
5371.txt,0.121895183
5372.txt,0.121516022
5373.txt,0.180583012
5374.txt,0.091397127
5375.txt,0.141288424
5376.txt,0.022105226
5377.txt,0.081429126
5378.txt,0.055196354
5379.txt,0.189703048
538.txt,0.112125218
5380.txt,0.115215482
5381.txt,0.058914781
5382.txt,0.223267653
5383.txt,0.11782118
5384.txt,0.156929589
5385.txt,0.024980152
5386.txt,0.104635213
5387.txt,0.149228856
5388.txt,0.126617425
5389.txt,0.033892225
539.txt,0.094324565
5390.txt,0.128028685
5391.txt,0.175409121
5392.txt,0.109097673
5393.txt,0.091980923
5394.txt,0.19060672
5395.txt,0.166715904
5396.txt,0.113441276
5397.txt,0.071100867
5398.txt,0.162889331
5399.txt,0.137645062
54.txt,0.12784966
540.txt,0.040979491
5400.txt,0.182590024
5401.txt,0.109689825
5402.txt,0.128654408
5403.txt,0.104285161
5404.txt,0.114129179
5405.txt,0.018554616
5406.txt,0.402650734
5407.txt,0.094574555
5408.txt,0.111482332
5409.txt,0.406595093
541.txt,0.077248015
5410.txt,0.34270113
5411.txt,0.035481343
5412.txt,0.06624636
5413.txt,0.127636211
5414.txt,0.140019157
5415.txt,0.110614201
5416.txt,0.053856786
5417.txt,0.217938773
5418.txt,0.112573062
5419.txt,0.119493128
542.txt,0.050212307
5420.txt,0.126076069
5421.txt,0.029590563
5422.txt,0.13469018
5423.txt,0.043379543
5424.txt,0.251396982
5425.txt,0.117019742
5426.txt,0.140271077
5427.txt,0.142693041
5428.txt,0.092796159
5429.txt,0.168720616
543.txt,0.123285771
5430.txt,0.16604495
5431.txt,0.17030545
5432.txt,0.076130298
5433.txt,0.104541192
5434.txt,0.157555358
5435.txt,0.40684207
5436.txt,0.146007153
5437.txt,0.178352135
5438.txt,0.145895461
5439.txt,0.036182668
544.txt,0.071110229
5440.txt,0.115974159
5441.txt,0.125538311
5442.txt,0.047920956
5443.txt,0.092030293
5444.txt,0.147874453
5445.txt,0.103577834
5446.txt,0.22104812
5447.txt,0.126007335
5448.txt,0.101887368
5449.txt,0.100141741
545.txt,0.077909911
5450.txt,0.130188531
5451.txt,0.143042093
5452.txt,0.148719396
5453.txt,0.164053855
5454.txt,0.090693218
5455.txt,0.106664572
5456.txt,0.137958602
5457.txt,0.078625247
5458.txt,0.103123707
5459.txt,0.116637981
546.txt,0.060786795
5460.txt,0.110581086
5461.txt,0.154964965
5462.txt,0.126311538
5463.txt,0.1036944
5464.txt,0.103900814
5465.txt,0.022105226
5466.txt,0.187395427
5467.txt,0.144513021
5468.txt,0.320514476
5469.txt,0.035801284
547.txt,0.117415986
5470.txt,0.16214944
5471.txt,0.113126288
5472.txt,0.150291355
5473.txt,0.240620955
5474.txt,0.098735485
5475.txt,0.041010518
5476.txt,0.117304908
5477.txt,0.123458259
5478.txt,0.128593802
5479.txt,0.049813616
548.txt,0.148862327
5480.txt,0.065050362
5481.txt,0.055631202
5482.txt,0.235389651
5483.txt,0.074442163
5484.txt,0.171525827
5485.txt,0.098062671
5486.txt,0.063179955
5487.txt,0.072197171
5488.txt,0.166504772
5489.txt,0.15251083
549.txt,0.082682078
5490.txt,0.057418226
5491.txt,0.144156365
5492.txt,0.169008622
5493.txt,0.136827033
5494.txt,0.232551074
5495.txt,0.112276157
5496.txt,0.157157199
5497.txt,0.092054917
5498.txt,0.09953184
5499.txt,0.021776401
55.txt,0.092854414
550.txt,0.08672519
5500.txt,0.071186409
5501.txt,0.043379543
5502.txt,0.077540333
5503.txt,0.052601434
5504.txt,0.093100452
5505.txt,0.08769495
5506.txt,0.066978755
5507.txt,0.164949044
5508.txt,0.119669471
5509.txt,0.080096057
551.txt,0.102429941
5510.txt,0.116146771
5511.txt,0.151350435
5512.txt,0.225249995
5513.txt,0.126128378
5514.txt,0.219476136
5515.txt,0.173603582
5516.txt,0.127923203
5517.txt,0.077620732
5518.txt,0.159018663
5519.txt,0.125984521
552.txt,0.101658254
5520.txt,0.089513402
5521.txt,0.146422048
5522.txt,0.041611366
5523.txt,0.124323447
5524.txt,0.142693041
5525.txt,0.060786795
5526.txt,0.071863256
5527.txt,0.128199223
5528.txt,0.19762411
5529.txt,0.078550438
553.txt,0.113288901
5530.txt,0.147761023
5531.txt,0.041902143
5532.txt,0.080613106
5533.txt,0.048048299
5534.txt,0.149763717
5535.txt,0.066580087
5536.txt,0.129485375
5537.txt,0.118303334
5538.txt,0.101570407
5539.txt,0.12363656
554.txt,0.085837427
5540.txt,0.162962259
5541.txt,0.296186798
5542.txt,0.202762459
5543.txt,0.052407943
5544.txt,0.211668049
5545.txt,0.111773639
5546.txt,0.131674434
5547.txt,0.295654911
5548.txt,0.280272339
5549.txt,0.148146141
555.txt,0.140081648
5550.txt,0.135438882
5551.txt,0.147476868
5552.txt,0.161173233
5553.txt,0.070495609
5554.txt,0.115598568
5555.txt,0.180110044
5556.txt,0.129632605
5557.txt,0.078337098
5558.txt,0.043021432
5559.txt,0.063928781
556.txt,0.119138426
5560.txt,0.057367117
5561.txt,0.142958213
5562.txt,0.079200272
5563.txt,0.05283283
5564.txt,0.116565445
5565.txt,0.13562547
5566.txt,0.16141295
5567.txt,0.100550593
5568.txt,0.081692121
5569.txt,0.119402775
557.txt,0.093498191
5570.txt,0.105103811
5571.txt,0.105921854
5572.txt,0.090104416
5573.txt,0.057394765
5574.txt,0.158746063
5575.txt,0.065707943
5576.txt,0.132389589
5577.txt,0.138077696
5578.txt,0.021360592
5579.txt,0.132149434
558.txt,0.105818153
5580.txt,0.291834447
5581.txt,0.07164119
5582.txt,0.084559673
5583.txt,0.114566214
5584.txt,0.116192942
5585.txt,0.037077594
5586.txt,0.122781678
5587.txt,0.125081599
5588.txt,0.156645517
5589.txt,0.17253881
559.txt,0.098244302
5590.txt,0.133027839
5591.txt,0.054167981
5592.txt,0.049699195
5593.txt,0.134247348
5594.txt,0.070617263
5595.txt,0.114912895
5596.txt,0.039437974
5597.txt,0.072960913
5598.txt,0.087297225
5599.txt,0.07319797
56.txt,0.107775487
560.txt,0.218947326
5600.txt,0.052096761
5601.txt,0.192417229
5602.txt,0.096151308
5603.txt,0.151753345
5604.txt,0.178362574
5605.txt,0.182640762
5606.txt,0.119794781
5607.txt,0.073119121
5608.txt,0.038693851
5609.txt,0.093100452
561.txt,0.167937165
5610.txt,0.209417939
5611.txt,0.071946453
5612.txt,0.191062133
5613.txt,0.23465881
5614.txt,0.043379543
5615.txt,0.109181002
5616.txt,0.108910738
5617.txt,0.172902365
5618.txt,0.096390429
5619.txt,0.051959416
562.txt,0.150734365
5620.txt,0.144493929
5621.txt,0.095102514
5622.txt,0.139490588
5623.txt,0.072967837
5624.txt,0.10105895
5625.txt,0.174370645
5626.txt,0.165283029
5627.txt,0.148933156
5628.txt,0.062348379
5629.txt,0.129166962
563.txt,0.08332098
5630.txt,0.171374103
5631.txt,0.103553943
5632.txt,0.142494737
5633.txt,0.146895039
5634.txt,0.048048299
5635.txt,0.111121356
5636.txt,0.143677421
5637.txt,0.184095274
5638.txt,0.107192865
5639.txt,0.070280192
564.txt,0.144763784
5640.txt,0.151526056
5641.txt,0.123630268
5642.txt,0.108348003
5643.txt,0.199553193
5644.txt,0.128575667
5645.txt,0.136876613
5646.txt,0.071496055
5647.txt,0.04923521
5648.txt,0.154680363
5649.txt,0.054848375
565.txt,0.199279183
5650.txt,0.193699507
5651.txt,0.15452781
5652.txt,0.134823007
5653.txt,0.136958209
5654.txt,0.128755745
5655.txt,0.116071143
5656.txt,0.112381887
5657.txt,0.168943542
5658.txt,0.104333365
5659.txt,0.252247867
566.txt,0.075720704
5660.txt,0.098830759
5661.txt,0.128610557
5662.txt,0.028413526
5663.txt,0.115404212
5664.txt,0.020891719
5665.txt,0.126633178
5666.txt,0.180624615
5667.txt,0.181713209
5668.txt,0.099790207
5669.txt,0.342989474
567.txt,0.065124224
5670.txt,0.235426416
5671.txt,0.213199187
5672.txt,0.257956501
5673.txt,0.142397318
5674.txt,0.121740929
5675.txt,0.253147963
5676.txt,0.078103364
5677.txt,0.046100163
5678.txt,0.086301484
5679.txt,0.320431803
568.txt,0.033473103
5680.txt,0.084486546
5681.txt,0.263079876
5682.txt,0.148079659
5683.txt,0.491007852
5684.txt,0.158619641
5685.txt,0.166291668
5686.txt,0.131098068
5687.txt,0.065158469
5688.txt,0.111631275
5689.txt,0.144387447
569.txt,0.120858593
5690.txt,0.136317788
5691.txt,0.12119915
5692.txt,0.142672138
5693.txt,0.096058056
5694.txt,0.110115923
5695.txt,0.096322705
5696.txt,0.083006387
5697.txt,0.126374439
5698.txt,0.10468505
5699.txt,0.207996726
57.txt,0.077274294
570.txt,0.016828313
5700.txt,0.041902143
5701.txt,0.11234672
5702.txt,0.132371544
5703.txt,0.143569426
5704.txt,0.140977683
5705.txt,0.159622971
5706.txt,0.022105226
5707.txt,0.100656598
5708.txt,0.142772451
5709.txt,0.087255839
571.txt,0.113363467
5710.txt,0.083824909
5711.txt,0.146773332
5712.txt,0.109734917
5713.txt,0.152023828
5714.txt,0.065546166
5715.txt,0.144635691
5716.txt,0.085179103
5717.txt,0.1337926
5718.txt,0.131776365
5719.txt,0.119408063
572.txt,0.043194067
5720.txt,0.079654212
5721.txt,0.102601479
5722.txt,0.027386709
5723.txt,0.091296611
5724.txt,0.096214476
5725.txt,0.118875275
5726.txt,0.079253129
5727.txt,0.29815731
5728.txt,0.133270411
5729.txt,0.096674191
573.txt,0.100533434
5730.txt,0.161079356
5731.txt,0.100787943
5732.txt,0.155731411
5733.txt,0.161086423
5734.txt,0.210744077
5735.txt,0.211273042
5736.txt,0.058559452
5737.txt,0.148696343
5738.txt,0.075100031
5739.txt,0.099341991
574.txt,0.134841764
5740.txt,0.143385916
5741.txt,0.090796932
5742.txt,0.099303691
5743.txt,0.105127531
5744.txt,0.125149704
5745.txt,0.163919486
5746.txt,0.141670482
5747.txt,0.059129705
5748.txt,0.043379543
5749.txt,0.155796678
575.txt,0.049162193
5750.txt,0.109120024
5751.txt,0.115789029
5752.txt,0.084207066
5753.txt,0.129485375
5754.txt,0.097753628
5755.txt,0.113343726
5756.txt,0.084697928
5757.txt,0.124474909
5758.txt,0.073181877
5759.txt,0.099762442
576.txt,0.040416736
5760.txt,0.139977276
5761.txt,0.047021642
5762.txt,0.084553736
5763.txt,0.323981506
5764.txt,0.026248993
5765.txt,0.117168607
5766.txt,0.151915085
5767.txt,0.173514714
5768.txt,0.439950095
5769.txt,0.081719391
577.txt,0.122453755
5770.txt,0.190678485
5771.txt,0.104214673
5772.txt,0.094632323
5773.txt,0.175160018
5774.txt,0.124123555
5775.txt,0.070363972
5776.txt,0.029215826
5777.txt,0.18850835
5778.txt,0.147758035
5779.txt,0.108011209
578.txt,0.116257017
5780.txt,0.225170479
5781.txt,0.036493452
5782.txt,0.10183418
5783.txt,0.064888755
5784.txt,0.079253129
5785.txt,0.127696823
5786.txt,0.08499458
5787.txt,0.115986176
5788.txt,0.098458507
5789.txt,0.17802356
579.txt,0.157079548
5790.txt,0.149139331
5791.txt,0.087438706
5792.txt,0.348042853
5793.txt,0.131409946
5794.txt,0.164949044
5795.txt,0.136321917
5796.txt,0.080882578
5797.txt,0.13506162
5798.txt,0.085834502
5799.txt,0.153280923
58.txt,0.104468972
580.txt,0.053247759
5800.txt,0.168172287
5801.txt,0.144006374
5802.txt,0.173595796
5803.txt,0.079253129
5804.txt,0.076107791
5805.txt,0.15200378
5806.txt,0.071506211
5807.txt,0.096206884
5808.txt,0.076747979
5809.txt,0.103617542
581.txt,0.089633221
5810.txt,0.107055548
5811.txt,0.114077917
5812.txt,0.145386805
5813.txt,0.115869956
5814.txt,0.159919158
5815.txt,0.142788774
5816.txt,0.09779043
5817.txt,0.103900814
5818.txt,0.152455272
5819.txt,0.088671465
582.txt,0.029461272
5820.txt,0.087033549
5821.txt,0.086433119
5822.txt,0.14672656
5823.txt,0.125302079
5824.txt,0.133313665
5825.txt,0.108969166
5826.txt,0.096433596
5827.txt,0.101213434
5828.txt,0.35658568
5829.txt,0.117988444
583.txt,0.314581087
5830.txt,0.152649847
5831.txt,0.147709451
5832.txt,0.106156979
5833.txt,0.066063101
5834.txt,0.212976336
5835.txt,0.07604636
5836.txt,0.052928486
5837.txt,0.159399396
5838.txt,0.07409515
5839.txt,0.103569818
584.txt,0.336020846
5840.txt,0.142248901
5841.txt,0.0980767
5842.txt,0.073534426
5843.txt,0.204786116
5844.txt,0.111844577
5845.txt,0.103672507
5846.txt,0.084937866
5847.txt,0.148114309
5848.txt,0.117329033
5849.txt,0.098886719
585.txt,0.09240854
5850.txt,0.289706182
5851.txt,0.316393255
5852.txt,0.3375263
5853.txt,0.174951546
5854.txt,0.118429928
5855.txt,0.056847737
5856.txt,0.141928688
5857.txt,0.128547415
5858.txt,0.043379543
5859.txt,0.21707687
586.txt,0.100376598
5860.txt,0.179644645
5861.txt,0.117329033
5862.txt,0.105154786
5863.txt,0.067147269
5864.txt,0.041209838
5865.txt,0.354996588
5866.txt,0.613446088
5867.txt,0.246836833
5868.txt,0.123358064
5869.txt,0.180413939
587.txt,0.131098068
5870.txt,0.10503099
5871.txt,0.138345879
5872.txt,0.363683844
5873.txt,0.171037413
5874.txt,0.085071207
5875.txt,0.09867603
5876.txt,0.151541541
5877.txt,0.102168551
5878.txt,0.096511096
5879.txt,0.116610044
588.txt,0.125252453
5880.txt,0.066613951
5881.txt,0.099886166
5882.txt,0.070551332
5883.txt,0.163742206
5884.txt,0.233321107
5885.txt,0.12861967
5886.txt,0.168505398
5887.txt,0.043194067
5888.txt,0.121786093
5889.txt,0.066613951
589.txt,0.113897721
5890.txt,0.044589361
5891.txt,0.056696406
5892.txt,0.133854611
5893.txt,0.236335025
5894.txt,0.131151264
5895.txt,0.140921348
5896.txt,0.158179277
5897.txt,0.096954407
5898.txt,0.061081426
5899.txt,0.166747593
59.txt,0.128628623
590.txt,0.110312922
5900.txt,0.165277967
5901.txt,0.215985785
5902.txt,0.098161171
5903.txt,0.239410844
5904.txt,0.351074368
5905.txt,0.15240569
5906.txt,0.092030293
5907.txt,0.145308614
5908.txt,0.11771539
5909.txt,0.201123655
591.txt,0.108969166
5910.txt,0.145254937
5911.txt,0.09141157
5912.txt,0.140973998
5913.txt,0.118282018
5914.txt,0.20062796
5915.txt,0.197082369
5916.txt,0.092697838
5917.txt,0.188298328
5918.txt,0.080312239
5919.txt,0.159855638
592.txt,0.084256685
5920.txt,0.106887653
5921.txt,0.086679054
5922.txt,0.136045834
5923.txt,0.067269046
5924.txt,0.213972337
5925.txt,0.25612021
5926.txt,0.168072492
5927.txt,0.09867603
5928.txt,0.06663499
5929.txt,0.105759179
593.txt,0.136186081
5930.txt,0.043379543
5931.txt,0.162725874
5932.txt,0.335203703
5933.txt,0.238066735
5934.txt,0.371310158
5935.txt,0.125387193
5936.txt,0.155516754
5937.txt,0.174144642
5938.txt,0.079253129
5939.txt,0.122798942
594.txt,0.472071899
5940.txt,0.068824122
5941.txt,0.11970336
5942.txt,0.208415274
5943.txt,0.062882824
5944.txt,0.126308778
5945.txt,0.135702579
5946.txt,0.046289704
5947.txt,0.145002975
5948.txt,0.032861437
5949.txt,0.330734022
595.txt,0.183113838
5950.txt,0.139464761
5951.txt,0.131141433
5952.txt,0.241896029
5953.txt,0.097331778
5954.txt,0.141910077
5955.txt,0.121369605
5956.txt,0.077811882
5957.txt,0.125867794
5958.txt,0.122256177
5959.txt,0.200137584
596.txt,0.151666464
5960.txt,0.071905904
5961.txt,0.18326677
5962.txt,0.261156346
5963.txt,0.216466069
5964.txt,0.095447227
5965.txt,0.208903245
5966.txt,0.295388211
5967.txt,0.104289994
5968.txt,0.11714848
5969.txt,0.096477319
597.txt,0.09984838
5970.txt,0.504741513
5971.txt,0.09237749
5972.txt,0.103287899
5973.txt,0.083770744
5974.txt,0.110235956
5975.txt,0.06684409
5976.txt,0.028056768
5977.txt,0.1511621
5978.txt,0.24942594
5979.txt,0.026248993
598.txt,0.028564788
5980.txt,0.100841795
5981.txt,0.083011946
5982.txt,0.134543456
5983.txt,0.149735268
5984.txt,0.090951843
5985.txt,0.111676407
5986.txt,0.127844322
5987.txt,0.065762674
5988.txt,0.191032848
5989.txt,0.320062262
599.txt,0.142016696
5990.txt,0.07602741
5991.txt,0.134431203
5992.txt,0.096384759
5993.txt,0.129077457
5994.txt,0.113005663
5995.txt,0.128544184
5996.txt,0.099507625
5997.txt,0.099744297
5998.txt,0.063987116
5999.txt,0.147059046
6.txt,0.134172893
60.txt,0.147995909
600.txt,0.152150131
6000.txt,0.130548177
6001.txt,0.075926351
6002.txt,0.058122919
6003.txt,0.154297594
6004.txt,0.139672203
6005.txt,0.119722636
6006.txt,0.041902143
6007.txt,0.083045391
6008.txt,0.081499892
6009.txt,0.101227827
601.txt,0.159798053
6010.txt,0.080464417
6011.txt,0.096512305
6012.txt,0.132350185
6013.txt,0.335203703
6014.txt,0.097050136
6015.txt,0.144424397
6016.txt,0.075839036
6017.txt,0.157249418
6018.txt,0.094968362
6019.txt,0.161100261
602.txt,0.399761812
6020.txt,0.187524188
6021.txt,0.175679859
6022.txt,0.119707931
6023.txt,0.172831879
6024.txt,0.1675778
6025.txt,0.138842873
6026.txt,0.126451231
6027.txt,0.045561701
6028.txt,0.083685236
6029.txt,0.155390928
603.txt,0.223978093
6030.txt,0.125703921
6031.txt,0.02040425
6032.txt,0.070551332
6033.txt,0.074264405
6034.txt,0.177512035
6035.txt,0.154383218
6036.txt,0.115455515
6037.txt,0.369655414
6038.txt,0.077764575
6039.txt,0.109224951
604.txt,0.096519298
6040.txt,0.161019447
6041.txt,0.179394505
6042.txt,0.106800728
6043.txt,0.084487364
6044.txt,0.085928168
6045.txt,0.061081426
6046.txt,0.06993569
6047.txt,0.096526757
6048.txt,0.092021674
6049.txt,0.129166962
605.txt,0.100488474
6050.txt,0.365830459
6051.txt,0.138520709
6052.txt,0.069619768
6053.txt,0.112429166
6054.txt,0.131583552
6055.txt,0.101200495
6056.txt,0.119386458
6057.txt,0.164688537
6058.txt,0.144264437
6059.txt,0.149482357
606.txt,0.099346782
6060.txt,0.02406503
6061.txt,0.165685188
6062.txt,0.084198808
6063.txt,0.156641385
6064.txt,0.107314941
6065.txt,0.077686699
6066.txt,0.079839443
6067.txt,0.112751128
6068.txt,0.141597414
6069.txt,0.132991129
607.txt,0.518179123
6070.txt,0.135326223
6071.txt,0.129454497
6072.txt,0.108969166
6073.txt,0.133368717
6074.txt,0.171374103
6075.txt,0.164528745
6076.txt,0.04339316
6077.txt,0.239155864
6078.txt,0.092441609
6079.txt,0.132616667
608.txt,0.118851494
6080.txt,0.174204202
6081.txt,0.134590042
6082.txt,0.126862985
6083.txt,0.200104714
6084.txt,0.045917611
6085.txt,0.162038785
6086.txt,0.186072079
6087.txt,0.162225389
6088.txt,0.054042824
6089.txt,0.071946453
609.txt,0.026554677
6090.txt,0.160486821
6091.txt,0.116989563
6092.txt,0.175634265
6093.txt,0.090882392
6094.txt,0.093181772
6095.txt,0.064172816
6096.txt,0.126736054
6097.txt,0.091031998
6098.txt,0.160208076
6099.txt,0.087562891
61.txt,0.022105226
610.txt,0.087297888
6100.txt,0.101395715
6101.txt,0.123295059
6102.txt,0.144504812
6103.txt,0.091702446
6104.txt,0.140331088
6105.txt,0.071554358
6106.txt,0.072930883
6107.txt,0.07043166
6108.txt,0.113906296
6109.txt,0.861947959
611.txt,0.139667557
6110.txt,0.112280721
6111.txt,0.158051606
6112.txt,0.10786503
6113.txt,0.083881754
6114.txt,0.115948625
6115.txt,0.055569402
6116.txt,0.071256407
6117.txt,0.059690936
6118.txt,0.120049316
6119.txt,0.124135054
612.txt,0.121895183
6120.txt,0.132137617
6121.txt,0.251378288
6122.txt,0.139483584
6123.txt,0.099790207
6124.txt,0.11145909
6125.txt,0.099220764
6126.txt,0.060458606
6127.txt,0.220745167
6128.txt,0.18016686
6129.txt,0.218312899
613.txt,0.180583012
6130.txt,0.078554545
6131.txt,0.246379643
6132.txt,0.041902143
6133.txt,0.13873758
6134.txt,0.077333661
6135.txt,0.12105268
6136.txt,0.158029744
6137.txt,0.12653842
6138.txt,0.062846433
6139.txt,0.093835046
614.txt,0.091397127
6140.txt,0.040187811
6141.txt,0.215479559
6142.txt,0.237886401
6143.txt,0.200284452
6144.txt,0.129418551
6145.txt,0.112638262
6146.txt,0.160294956
6147.txt,0.128426626
6148.txt,0.133240812
6149.txt,0.10194437
615.txt,0.022105226
6150.txt,0.237566398
6151.txt,0.205770314
6152.txt,0.154316648
6153.txt,0.103481131
6154.txt,0.216713935
6155.txt,0.027252412
6156.txt,0.157961265
6157.txt,0.161719164
6158.txt,0.232513527
6159.txt,0.3593468
616.txt,0.055196354
6160.txt,0.15860303
6161.txt,0.303899142
6162.txt,0.143174171
6163.txt,0.142964001
6164.txt,0.106981557
6165.txt,0.041116544
6166.txt,0.086128818
6167.txt,0.061706051
6168.txt,0.061737181
6169.txt,0.188645215
617.txt,0.189703048
6170.txt,0.145575542
6171.txt,0.018554616
6172.txt,0.159569059
6173.txt,0.125081599
6174.txt,0.124060532
6175.txt,0.140524722
6176.txt,0.060786795
6177.txt,0.136196333
6178.txt,0.052096761
6179.txt,0.177492318
618.txt,0.115215482
6180.txt,0.092030293
6181.txt,0.083063931
6182.txt,0.074336212
6183.txt,0.183512335
6184.txt,0.047712529
6185.txt,0.180896248
6186.txt,0.128905885
6187.txt,0.074153881
6188.txt,0.142244413
6189.txt,0.121039112
619.txt,0.058914781
6190.txt,0.145521933
6191.txt,0.051491502
6192.txt,0.122641048
6193.txt,0.102873619
6194.txt,0.132901315
6195.txt,0.048048299
6196.txt,0.085834502
6197.txt,0.039761534
6198.txt,0.097165058
6199.txt,0.03917699
62.txt,0.024937877
620.txt,0.024980152
6200.txt,0.165803588
6201.txt,0.107670056
6202.txt,0.15227924
6203.txt,0.14080302
6204.txt,0.062348379
6205.txt,0.142011908
6206.txt,0.098964446
6207.txt,0.094882092
6208.txt,0.277266239
6209.txt,0.136436755
621.txt,0.104635213
6210.txt,0.183298321
6211.txt,0.039287578
6212.txt,0.067454436
6213.txt,0.075581373
6214.txt,0.077825169
6215.txt,0.105948097
6216.txt,0.031149078
6217.txt,0.117579725
6218.txt,0.08436227
6219.txt,0.135675537
622.txt,0.033892225
6220.txt,0.117917715
6221.txt,0.103323734
6222.txt,0.144572766
6223.txt,0.143907512
6224.txt,0.043264641
6225.txt,0.107197212
6226.txt,0.109656689
6227.txt,0.081830971
6228.txt,0.105818153
6229.txt,0.083948685
623.txt,0.128028685
6230.txt,0.207571711
6231.txt,0.126273931
6232.txt,0.12077762
6233.txt,0.15667294
6234.txt,0.05548017
6235.txt,0.131793199
6236.txt,0.054333622
6237.txt,0.24819772
6238.txt,0.136666099
6239.txt,0.043194067
624.txt,0.091980923
6240.txt,0.099886166
6241.txt,0.109822227
6242.txt,0.039287578
6243.txt,0.183589478
6244.txt,0.157079548
6245.txt,0.146949008
6246.txt,0.092191878
6247.txt,0.129847114
6248.txt,0.162807414
6249.txt,0.122798942
625.txt,0.19060672
6250.txt,0.143090034
6251.txt,0.047093472
6252.txt,0.40063939
6253.txt,0.111439896
6254.txt,0.156574144
6255.txt,0.061484416
6256.txt,0.111170782
6257.txt,0.128341262
6258.txt,0.120343286
6259.txt,0.315639834
626.txt,0.071100867
6260.txt,0.218359082
6261.txt,0.250477678
6262.txt,0.14182387
6263.txt,0.214851925
6264.txt,0.402040718
6265.txt,0.054045337
6266.txt,0.113408347
6267.txt,0.123315437
6268.txt,0.205354368
6269.txt,0.044579002
627.txt,0.162889331
6270.txt,0.101251708
6271.txt,0.065964791
6272.txt,0.147380197
6273.txt,0.150976043
6274.txt,0.111806974
6275.txt,0.036222686
6276.txt,0.14145641
6277.txt,0.11142459
6278.txt,0.193252034
6279.txt,0.028056768
628.txt,0.128654408
6280.txt,0.021245943
6281.txt,0.158530647
6282.txt,0.105330612
6283.txt,0.085504165
6284.txt,0.152982219
6285.txt,0.073192321
6286.txt,0.133331545
6287.txt,0.068777383
6288.txt,0.049699195
6289.txt,0.443386654
629.txt,0.104285161
6290.txt,0.062209973
6291.txt,0.10677073
6292.txt,0.057932504
6293.txt,0.098161171
6294.txt,0.090239678
6295.txt,0.130267787
6296.txt,0.118946315
6297.txt,0.040852301
6298.txt,0.051068579
6299.txt,0.147548341
63.txt,0.047516212
630.txt,0.114129179
6300.txt,0.128350139
6301.txt,0.191593881
6302.txt,0.133843319
6303.txt,0.155125264
6304.txt,0.124836485
6305.txt,0.02406503
6306.txt,0.127578711
6307.txt,0.077544584
6308.txt,0.218032013
6309.txt,0.124925653
631.txt,0.018554616
6310.txt,0.136361425
6311.txt,0.105459654
6312.txt,0.125017675
6313.txt,0.055569402
6314.txt,0.083024951
6315.txt,0.125626015
6316.txt,0.064145868
6317.txt,0.164801019
6318.txt,0.137111407
6319.txt,0.091502008
632.txt,0.402650734
6320.txt,0.186072079
6321.txt,0.312622929
6322.txt,0.032861437
6323.txt,0.321011531
6324.txt,0.149805939
6325.txt,0.165056464
6326.txt,0.059716659
6327.txt,0.043264641
6328.txt,0.34663838
6329.txt,0.108637224
633.txt,0.406595093
6330.txt,0.091068137
6331.txt,0.113906296
6332.txt,0.130995653
6333.txt,0.112050573
6334.txt,0.020388492
6335.txt,0.098699063
6336.txt,0.122107187
6337.txt,0.04884919
6338.txt,0.067985602
6339.txt,0.109372148
634.txt,0.035481343
6340.txt,0.140861142
6341.txt,0.184868763
6342.txt,0.112166441
6343.txt,0.281818685
6344.txt,0.051722019
6345.txt,0.099886166
6346.txt,0.186022053
6347.txt,0.062522021
6348.txt,0.165573632
6349.txt,0.254064802
635.txt,0.06624636
6350.txt,0.122983175
6351.txt,0.200937208
6352.txt,0.10718077
6353.txt,0.15185597
6354.txt,0.057835593
6355.txt,0.149033145
6356.txt,0.164688537
6357.txt,0.105601313
6358.txt,0.095345717
6359.txt,0.109959236
636.txt,0.127636211
6360.txt,0.125027428
6361.txt,0.148955506
6362.txt,0.136896953
6363.txt,0.09985058
6364.txt,0.112782514
6365.txt,0.151954239
6366.txt,0.114098163
6367.txt,0.259896115
6368.txt,0.056177148
6369.txt,0.07893636
637.txt,0.140019157
6370.txt,0.092542098
6371.txt,0.156049117
6372.txt,0.197748971
6373.txt,0.130329401
6374.txt,0.14569532
6375.txt,0.151921797
6376.txt,0.048048299
6377.txt,0.098205876
6378.txt,0.085786743
6379.txt,0.305960388
638.txt,0.112573062
6380.txt,0.080883415
6381.txt,0.127924496
6382.txt,0.151117409
6383.txt,0.137469608
6384.txt,0.110971227
6385.txt,0.503410265
6386.txt,0.132335812
6387.txt,0.115682789
6388.txt,0.043379543
6389.txt,0.170042604
639.txt,0.119493128
6390.txt,0.187933638
6391.txt,0.149105752
6392.txt,0.175783217
6393.txt,0.018323241
6394.txt,0.156882378
6395.txt,0.177541025
6396.txt,0.125027428
6397.txt,0.078433903
6398.txt,0.134163271
6399.txt,0.128833592
64.txt,0.095057095
640.txt,0.043379543
6400.txt,0.018554616
6401.txt,0.108397507
6402.txt,0.086555698
6403.txt,0.134413256
